Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Hit/Run,Route Type,Lane Direction,Lane Type,Number of Lanes,Direction,Distance,Distance Unit,Road Grade,Road Name,Cross-Street Name,Off-Road Description,Municipality,Related Non-Motorist,At Fault,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,First Harmful Event,Second Harmful Event,Junction,Intersection Type,Road Alignment,Road Condition,Road Division,Latitude,Longitude,Location
EJ7829001P,15059729,GAITHERSBURG,Property Damage Crash,11/22/2015 06:19:00 PM,Yes,Maryland (State),East,,1,East,10,FEET,LEVEL,W DIAMOND AVE,PERRY PKWY,,GAITHERSBURG,,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,"ALCOHOL PRESENT, NONE DETECTED",,OTHER VEHICLE,N/A,NON INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.13440833,-77.20438833,"(39.13440833, -77.20438833)"
MCP2780007Y,240029906,MONTGOMERY,Property Damage Crash,06/24/2024 02:20:00 PM,,,,,0,,,FEET,,,,"Parking Lot Way        PARKING LOT OF KOHL'S LOCATED AT 20918 FREDERICK ROAD GERMANTOWN, MD 20876",,,DRIVER,"Sideswipe, Opposite Direction",Clear,,Daylight,,"Unknown, Unknown",,Parked Vehicle,,,,,,,39.20020525,-77.25056918,"(39.20020525, -77.25056918)"
MCP2191003R,210038603,Montgomery County Police,Injury Crash,09/29/2021 01:49:00 PM,No,Maryland (State),South,,3,North,0,FEET,LEVEL,OLD GEORGETOWN RD,MANOR OAK WAY,,N/A,,DRIVER,SAME DIR REND RIGHT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,N/A,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.02059782,-77.12276975,"(39.02059782, -77.12276975)"
MCP9399002Q,250021899,MONTGOMERY,Property Damage Crash,05/18/2025 02:16:00 AM,No,Maryland (State) Route,Northbound,Left Turn Lane,2,East,29.31,FEET,Downhill,,,,,,UNKNOWN,Single Vehicle,Clear,Dry,Dark - Lighted,Flashing Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,Curb,,Non-Junction,,Curve Right,No Defects,Not Divided,39.20637037,-77.43544674,"(39.20637037, -77.43544674)"
MCP93170009,15039750,MONTGOMERY,Injury Crash,08/10/2015 11:51:00 AM,No,Ramp,North,ON RAMP,4,East,,FEET,LEVEL,RAMP 3 FR IS 495 EB TO MD 97 NB,CAPITAL BELTWAY,,N/A,,DRIVER,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,YIELD SIGN,NONE DETECTED,,OTHER VEHICLE,N/A,INTERCHANGE RELATED,N/A,CURVE RIGHT,N/A,OTHER,39.01295667,-77.04161333,"(39.01295667, -77.04161333)"
MCP30160027,190006551,Montgomery County Police,Injury Crash,02/10/2019 02:00:00 PM,No,Maryland (State),North,,6,North,0,FEET,LEVEL,GERMANTOWN RD,WISTERIA DR,,N/A,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,N/A,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.17697467,-77.269779,"(39.17697467, -77.269779)"
MCP2801001D,16016222,Montgomery County Police,Property Damage Crash,04/03/2016 05:05:00 AM,No,County,North,,2,South,0,FEET,LEVEL,CHERRY HILL RD,PRINCE GEORGES CO/L,,N/A,,DRIVER,SINGLE VEHICLE,CLEAR,DRY,DARK NO LIGHTS,UNKNOWN,NONE DETECTED,,FIXED OBJECT,FIXED OBJECT,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.04674667,-76.95187333,"(39.04674667, -76.95187333)"
MCP2863003J,240061176,MONTGOMERY,Property Damage Crash,12/22/2024 02:45:00 PM,,County Route,Northbound,Lane 1,1,North,30.07,FEET,Level,AMITY DR,,,,,UNKNOWN,"Sideswipe, Same Direction",Clear,Dry,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use, Unknown, Unknown",,Motor Vehicle In Transport,,Through Roadway,,Straight,No Defects,Not Divided,39.14502059,-77.16890692,"(39.14502059, -77.16890692)"
EJ78460034,180013362,Gaithersburg Police Depar,Property Damage Crash,03/17/2018 02:38:00 PM,No,Maryland (State),South,,2,South,20,FEET,LEVEL,S FREDERICK RD,FULKS CORNER AVE,,GAITHERSBURG,,DRIVER,HEAD ON LEFT TURN,SNOW,WET,DAYLIGHT,STOP SIGN,NONE DETECTED,,OTHER VEHICLE,N/A,INTERSECTION RELATED,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.13950333,-77.19616833,"(39.13950333, -77.19616833)"
MCP3247001F,210023906,Montgomery County Police,Property Damage Crash,06/22/2021 04:34:00 PM,No,County,East,,1,East,200,FEET,HILL UPHILL,FENTON ST,CAMERON ST,,N/A,,DRIVER,OTHER,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,N/A,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",38.99828333,-77.02836667,"(38.99828333, -77.02836667)"
DD56070020,17000885,Rockville Police Departme,Property Damage Crash,01/05/2017 10:18:00 PM,Yes,Municipality,North,,1,North,50,FEET,LEVEL,DOUGLAS AVE,SPRING AVE,,ROCKVILLE,,DRIVER,HEAD ON,N/A,DRY,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,,PARKED VEHICLE,N/A,NON INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.07037913,-77.15148926,"(39.07037913, -77.15148926)"
MCP32960013,220014822,Montgomery County Police,Property Damage Crash,04/07/2022 03:13:00 PM,No,County,North,RIGHT TURN LANE,4,East,5,FEET,LEVEL,PLUM ORCHARD DR,CHERRY HILL RD,,N/A,,DRIVER,SAME DIR REAR END,RAINING,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,N/A,NON INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.05245833,-76.95357167,"(39.05245833, -76.95357167)"
MCP2739003V,210001162,Montgomery County Police,Property Damage Crash,01/09/2021 10:46:00 PM,Yes,Maryland (State),North,,3,North,0,FEET,HILL UPHILL,NEW HAMPSHIRE AVE,ADELPHI RD,,N/A,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,"NONE DETECTED, UNKNOWN",,OTHER VEHICLE,N/A,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.01189333,-76.978795,"(39.01189333, -76.978795)"
MCP30860023,190007425,Montgomery County Police,Property Damage Crash,02/15/2019 03:00:00 PM,No,Maryland (State),North,,4,South,10,FEET,HILL CREST,WOODFIELD RD,LINDBERGH DR,,N/A,,DRIVER,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,N/A,INTERSECTION RELATED,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.1640995,-77.15699683,"(39.1640995, -77.15699683)"
MCP2868000X,15003593,Montgomery County Police,Property Damage Crash,01/22/2015 05:04:00 PM,No,County,North,,1,North,0,FEET,GRADE DOWNHILL,FALLS RD,ENT SHOPPING CENTER,,N/A,,DRIVER,HEAD ON LEFT TURN,CLEAR,DRY,DUSK,TRAFFIC SIGNAL,"N/A, NONE DETECTED",,OTHER VEHICLE,N/A,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.01673333,-77.20974,"(39.01673333, -77.20974)"
MCP2923007D,210007969,Montgomery County Police,Injury Crash,03/03/2021 08:20:00 AM,No,Maryland (State),South,,3,North,300,FEET,LEVEL,GEORGIA AVE,WINDHAM LA,,N/A,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,N/A,NON INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.03296417,-77.0488055,"(39.03296417, -77.0488055)"
MCP3190004G,220054866,Montgomery County Police,Property Damage Crash,12/12/2022 06:24:00 AM,No,Maryland (State),North,,1,North,0,FEET,LEVEL,GEORGIA AVE,OWENS RD,,N/A,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK NO LIGHTS,STOP SIGN,"N/A, NONE DETECTED",,OTHER VEHICLE,N/A,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.16518167,-77.06059667,"(39.16518167, -77.06059667)"
MCP29690099,200037704,Montgomery County Police,Injury Crash,09/25/2020 01:35:00 PM,No,County,East,,3,East,0,FEET,LEVEL,RANDOLPH RD,NEW HAMPSHIRE AVE,,N/A,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,OTHER VEHICLE,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.07564333,-77.00198833,"(39.07564333, -77.00198833)"
EJ7873005Y,220019686,Gaithersburg Police Depar,Injury Crash,05/09/2022 02:00:00 PM,Yes,,,,,,,,,,,"PAARKING LOT OF 18749 N FREDERICK AVE GAITHERSBURG, MD 20879",,PEDESTRIAN,NONMOTORIST,OTHER,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,N/A,PEDESTRIAN,N/A,,,,,,39.16350472,-77.22561123,"(39.16350472, -77.22561123)"
MCP3197002Z,220025809,Montgomery County Police,Property Damage Crash,06/15/2022 06:10:00 PM,No,County,South,RIGHT TURN LANE,2,South,15,FEET,LEVEL,CONNECTICUT AVE,BEL PRE RD,,N/A,,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,PARKED VEHICLE,N/A,INTERSECTION RELATED,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.09183333,-77.06929833,"(39.09183333, -77.06929833)"
MCP2353000W,15009599,Montgomery County Police,Injury Crash,02/28/2015 08:09:00 AM,No,County,West,,2,West,500,FEET,LEVEL,NORWOOD RD,HOLLY GROVE RD,,N/A,,DRIVER,SINGLE VEHICLE,CLEAR,N/A,DAYLIGHT,NO CONTROLS,NONE DETECTED,,FIXED OBJECT,FIXED OBJECT,NON INTERSECTION,N/A,CURVE RIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.08559333,-77.04589667,"(39.08559333, -77.04589667)"
MCP30500064,240057540,MONTGOMERY,Property Damage Crash,12/01/2024 07:13:00 PM,No,Maryland (State) Route,Northbound,Lane 2,3,South,48.96,FEET,Uphill,GEORGIA AVE,RALPH RD,,,,DRIVER,Angle,Clear,Dry,Dark - Lighted,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use, Not Suspect of Alcohol Use, Not Suspect of Drug Use",,Motor Vehicle In Transport,,Through Roadway,,Straight,No Defects,"Divided, Flush Median (greater than 4ft wide)",39.07842557,-77.07191672,"(39.07842557, -77.07191672)"
MCP1309000H,170516794,Montgomery County Police,Injury Crash,07/01/2017 11:40:00 AM,No,Maryland (State),West,,2,North,0,FEET,LEVEL,CLARKSBURG RD,GATEWAY CENTER DR,,N/A,,DRIVER,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,N/A,INTERSECTION RELATED,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.23534456,-77.28298187,"(39.23534456, -77.28298187)"
MCP2766001M,15040231,MONTGOMERY,Property Damage Crash,08/12/2015 05:30:00 PM,No,Maryland (State),North,,3,West,50,FEET,LEVEL,VEIRS MILL RD,GRIDLEY RD,,N/A,,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,N/A,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.05733833,-77.08440333,"(39.05733833, -77.08440333)"
MCP2837005B,230028578,Montgomery County Police,Injury Crash,06/14/2023 08:54:00 AM,No,County,East,OTHER,2,West,100,FEET,LEVEL,GLEN RD,FALLS RD,,N/A,,DRIVER,HEAD ON LEFT TURN,RAINING,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,N/A,COMMERCIAL DRIVEWAY,OTHER,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.04642,-77.19264833,"(39.04642, -77.19264833)"
DM84560007,16023527,Takoma Park Police Depart,Injury Crash,05/12/2016 06:17:00 AM,No,,West,,3,West,0,FEET,LEVEL,EAST WEST HWY,RED TOP RD,,N/A,,UNKNOWN,ANGLE MEETS LEFT TURN,RAINING,WET,DAYLIGHT,STOP SIGN,NONE DETECTED,,OTHER VEHICLE,OTHER VEHICLE,NON INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",38.97555167,-76.99241167,"(38.97555167, -76.99241167)"
MCP25340030,190041789,Montgomery County Police,Property Damage Crash,08/31/2019 10:45:00 PM,No,County,West,,1,West,10,FEET,GRADE DOWNHILL,DENNIS AVE,MEVRILEE LA,,N/A,,DRIVER,OTHER,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,ALCOHOL PRESENT,,PARKED VEHICLE,N/A,NON INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.02351667,-77.02703167,"(39.02351667, -77.02703167)"
MCP137800ND,180055509,Montgomery County Police,Property Damage Crash,11/05/2018 04:43:00 PM,No,Municipality,North,,2,South,0,FEET,HILL UPHILL,CHESTNUT ST,R/R #CSX 140 509 U,,N/A,,DRIVER,STRAIGHT MOVEMENT ANGLE,RAINING,WET,DUSK,RAILWAY CROSSING DEVICE,NONE DETECTED,,RAILWAY TRAIN,OTHER,RAILWAY GRADE CROSSING,OTHER,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.14220019,-77.20321694,"(39.14220019, -77.20321694)"
MCP9438001M,230021872,Montgomery County Police,Injury Crash,05/07/2023 07:30:00 PM,No,Maryland (State),South,,3,North,0,FEET,LEVEL,FREDERICK RD,SHAKESPEARE BLVD,,N/A,,DRIVER,HEAD ON LEFT TURN,N/A,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,N/A,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.19826232,-77.24488673,"(39.19826232, -77.24488673)"
MCP29370015,15056770,MONTGOMERY,Property Damage Crash,11/10/2015 10:37:00 AM,No,County,East,,2,East,0,FEET,GRADE DOWNHILL,BRIGGS CHANEY RD,OLD COLUMBIA PIKE,,N/A,,DRIVER,STRAIGHT MOVEMENT ANGLE,RAINING,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,N/A,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.08253926,-76.94790959,"(39.08253926, -76.94790959)"
MCP271700SV,200042396,Montgomery County Police,Injury Crash,10/27/2020 03:20:00 PM,No,Maryland (State),South,,2,North,20,FEET,LEVEL,BRADLEY BLVD,FERNWOOD RD,,N/A,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,N/A,INTERSECTION RELATED,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.00295033,-77.13510283,"(39.00295033, -77.13510283)"
DM84230025,200019570,Takoma Park Police Depart,Property Damage Crash,05/15/2020 02:15:00 PM,Yes,Maryland (State),South,,2,South,0,UNKNOWN,HILL UPHILL,FLOWER AVE,CARROLL AVE,,N/A,,DRIVER,N/A,CLEAR,DRY,DAYLIGHT,N/A,N/A,,PARKED VEHICLE,N/A,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",38.98158167,-76.99607167,"(38.98158167, -76.99607167)"
MCP2016004G,190037964,Montgomery County Police,Property Damage Crash,08/09/2019 10:00:00 AM,No,County,West,,2,West,100,FEET,LEVEL,RANDOLPH RD,NEBEL ST,,N/A,,DRIVER,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,FLASHING TRAFFIC SIGNAL,NONE DETECTED,,OTHER OBJECT,N/A,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.053415,-77.11130833,"(39.053415, -77.11130833)"
MCP2798004G,210032560,Montgomery County Police,Property Damage Crash,08/21/2021 01:30:00 AM,No,Maryland (State),West,LEFT TURN LANE,2,East,0,FEET,GRADE DOWNHILL,CLOPPER RD,FIRSTFIELD RD,,GAITHERSBURG,,DRIVER,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,ALCOHOL PRESENT,,FIXED OBJECT,N/A,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.14370043,-77.2237274,"(39.14370043, -77.2237274)"
EJ7895006Y,250003850,GAITHERSBURG,Property Damage Crash,01/27/2025 01:47:00 PM,No,,,,0,,,FEET,,,,Parking Aisle        PARKING LOT OF 22 WEST DIAMOND AVENUE,,,UNKNOWN,Front to Rear,Clear,,Daylight,,"Suspect of Alcohol Use, Not Suspect of Drug Use",,Parked Vehicle,,,,,,,39.14136934,-77.19988453,"(39.14136934, -77.19988453)"
MCP3337003T,250009720,MONTGOMERY,Property Damage Crash,03/05/2025 06:05:00 PM,No,County Route,Southbound,Lane 3,3,West,10.48,FEET,Level,SHERATON ST,GEORGIA AVE (SB/L) GLENMONT SHOPPING CTR CUT THRU CUT,,,,DRIVER,Rear To Side,Rain,Wet,Dark - Lighted,Stop Sign,"Not Suspect of Alcohol Use, Not Suspect of Drug Use, Not Suspect of Alcohol Use, Not Suspect of Drug Use",,Motor Vehicle In Transport,,Non-Junction,,Straight,No Defects,"Divided, Depressed Median",39.05938716,-77.05045096,"(39.05938716, -77.05045096)"
MCP25560008,15010481,Montgomery County Police,Property Damage Crash,03/06/2015 05:33:00 PM,No,Municipality,North,,1,North,100,FEET,LEVEL,BUREAU DR,W DIAMOND AVE,,N/A,,DRIVER,SINGLE VEHICLE,CLEAR,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,,FIXED OBJECT,FIXED OBJECT,NON INTERSECTION,N/A,STRAIGHT,NO DEFECTS,OTHER,39.14026667,-77.21820667,"(39.14026667, -77.21820667)"
DD5603004Q,170537046,Rockville Police Departme,Property Damage Crash,10/16/2017 04:45:00 PM,No,Maryland (State),East,LEFT TURN LANE,2,East,0,FEET,LEVEL,E JEFFERSON ST,MONROE ST,,ROCKVILLE,,DRIVER,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,FIXED OBJECT,N/A,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.08191464,-77.14917183,"(39.08191464, -77.14917183)"
MCP2931000V,15059927,MONTGOMERY,Injury Crash,11/23/2015 06:41:00 PM,No,Maryland (State),South,,3,North,0,FEET,LEVEL,ROCKVILLE PIKE,ENT TO TOWNE PLAZA,,N/A,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DUSK,TRAFFIC SIGNAL,N/A,,OTHER VEHICLE,OTHER VEHICLE,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.05747545,-77.12017179,"(39.05747545, -77.12017179)"
MCP14380042,17005411,Montgomery County Police,Property Damage Crash,01/31/2017 01:44:00 PM,No,Maryland (State),South,,2,East,0,FEET,LEVEL,MUNCASTER MILL RD,AVERY RD,,N/A,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,N/A,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.122535,-77.115375,"(39.122535, -77.115375)"
MCP2497000J,16056216,Montgomery County Police,Injury Crash,11/01/2016 09:45:00 AM,No,County,South,,2,North,0,FEET,GRADE DOWNHILL,QUINCE ORCHARD RD,HORSE CENTER RD,,N/A,,DRIVER,SINGLE VEHICLE,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OFF ROAD,FIXED OBJECT,NON INTERSECTION,N/A,CURVE LEFT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.09483,-77.25086333,"(39.09483, -77.25086333)"
MCP2513001P,190042500,Montgomery County Police,Injury Crash,09/05/2019 08:42:00 AM,Yes,US (State),South,,4,North,50,FEET,LEVEL,COLESVILLE RD,SPRING ST,,N/A,,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,"NONE DETECTED, UNKNOWN",,OTHER VEHICLE,OTHER VEHICLE,NON INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",38.99919684,-77.02609798,"(38.99919684, -77.02609798)"
DM8476000K,190046396,Takoma Park Police Depart,Injury Crash,09/27/2019 04:00:00 PM,No,Maryland (State),West,,1,East,150,FEET,LEVEL,PHILADELPHIA AVE,TAKOMA AVE,,TAKOMA PARK,,DRIVER,HEAD ON,CLEAR,DRY,DAYLIGHT,N/A,N/A,,OTHER VEHICLE,N/A,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",38.98458833,-77.01837167,"(38.98458833, -77.01837167)"
MCP1148003K,210024944,Montgomery County Police,Property Damage Crash,06/29/2021 03:30:00 PM,No,Maryland (State),North,,3,North,0,FEET,LEVEL,OLD GEORGETOWN RD,RAMP 4 FR MD 187 NB TO IS 495 EB,,N/A,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,N/A,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.01543833,-77.11896333,"(39.01543833, -77.11896333)"
MCP2752001X,170519446,Montgomery County Police,Property Damage Crash,07/16/2017 07:00:00 PM,No,County,East,,2,East,0,FEET,LEVEL,TUCKERMAN LA,MARCLIFF RD,,N/A,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,N/A,"N/A, NONE DETECTED",,OTHER VEHICLE,N/A,OTHER,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.0361845,-77.132125,"(39.0361845, -77.132125)"
DD55670031,240009942,ROCKVILLE,Property Damage Crash,02/29/2024 05:05:00 PM,No,Municipality Route,Eastbound,Lane 1,2,North,26.8,FEET,Level,REDLAND BLVD (EB/L),,,,,DRIVER,Front to Rear,Clear,Dry,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use, Not Suspect of Alcohol Use, Not Suspect of Drug Use",,Motor Vehicle In Transport,Curb,Non-Junction,,Straight,,"Divided, Raised Median (curbed)",39.11132627,-77.17258106,"(39.11132627, -77.17258106)"
MCP2809002V,16000893,Montgomery County Police,Property Damage Crash,01/06/2016 07:46:00 AM,No,Maryland (State),South,,3,South,150,FEET,GRADE DOWNHILL,GEORGIA AVE,PREDELA DR,,N/A,,DRIVER,SAME DIR REAR END,N/A,DRY,DAYLIGHT,NO CONTROLS,N/A,,OTHER VEHICLE,N/A,N/A,N/A,STRAIGHT,N/A,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.02797,-77.04708,"(39.02797, -77.04708)"
MCP31120045,200005377,Montgomery County Police,Property Damage Crash,02/01/2020 05:16:00 PM,No,Maryland (State),South,LEFT TURN LANE,2,North,0,FEET,LEVEL,OLD GEORGETOWN RD,WILSON LA,,N/A,,DRIVER,HEAD ON LEFT TURN,RAINING,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,"NONE DETECTED, UNKNOWN",,OTHER VEHICLE,N/A,INTERSECTION,FIVE-POINT OR MORE,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",38.98728033,-77.09857083,"(38.98728033, -77.09857083)"
MCP28910041,170523152,Montgomery County Police,Property Damage Crash,08/05/2017 11:07:00 AM,Yes,Maryland (State),North,,4,North,15,FEET,LEVEL,GEORGIA AVE,WHITE OAK DR,,N/A,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,N/A,"NONE DETECTED, UNKNOWN",,OTHER VEHICLE,OTHER VEHICLE,N/A,N/A,STRAIGHT,N/A,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.01037657,-77.04085082,"(39.01037657, -77.04085082)"
MCP2399002T,190040040,Montgomery County Police,Property Damage Crash,08/21/2019 05:50:00 PM,No,Maryland (State),North,,3,North,0,FEET,LEVEL,MONTGOMERY VILLAGE AVE,ENT TO LAKE FOREST SHOPPING CTR,,N/A,,UNKNOWN,STRAIGHT MOVEMENT ANGLE,CLOUDY,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,N/A,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.15668833,-77.20605833,"(39.15668833, -77.20605833)"
MCP32900041,250005619,MONTGOMERY,Injury Crash,02/07/2025 12:49:00 PM,No,County Route,Northbound,Lane 3,3,South,0,FEET,Level,DENNIS AVE,GEORGIA AVE,,,Pedestrian,DRIVER,Single Vehicle,Clear,Dry,Daylight,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use","Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,,Intersection or Related,Angled/Skewed,Straight,No Defects,"Divided, Raised Median (curbed)",39.02531197,-77.0459823,"(39.02531197, -77.0459823)"
