Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Route Type,Road Name,Cross-Street Name,Off-Road Description,Municipality,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle ID,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Driverless Vehicle,Parked Vehicle,Vehicle Year,Vehicle Make,Vehicle Model,Latitude,Longitude,Location
MCP06170004,16007741,Montgomery County Police,Injury Crash,02/16/2016 06:14:00 AM,Maryland (State),NORBECK RD,NORBECK BLVD,,N/A,,SINGLE VEHICLE,WINTRY MIX,SLUSH,DARK LIGHTS ON,N/A,N/A,,AA0900F2-4C90-47A7-96C6-C49E44B9E800,Yes,SUSPECTED MINOR INJURY,"ICY OR SNOW-COVERED, SLEET, HAIL, FREEZ. RAIN",NOT DISTRACTED,MD,211A9488-07BA-468B-B769-DFB05CAF767B,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,30,No,No,2010,NISSIAN,MAXIMA,39.08399,-77.07804833,"(39.08399, -77.07804833)"
MCP3153003V,220008799,Montgomery County Police,Injury Crash,03/01/2022 10:04:00 AM,Other Public Roadway,ASTRODOME DR,BEL PRE RD,,N/A,,STRAIGHT MOVEMENT ANGLE,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,F9F423F5-0B76-46CC-88E0-7BB8A32B82F4,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,ABA4D57B-34FC-44FD-8587-077935C84073,DISABLING,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,10,No,No,2003,TOYOTA,CAMRY,39.09136512,-77.05055179,"(39.09136512, -77.05055179)"
MCP2455005Y,230023031,Montgomery County Police,Property Damage Crash,05/13/2023 07:47:00 PM,,,,PARKING LOT OF 12035 ROCKVILLE PIKE,,,STRAIGHT MOVEMENT ANGLE,RAINING,,DAYLIGHT,STOP SIGN,NONE DETECTED,,74AF1B58-F6C4-4AF4-8728-C78274000599,Yes,NO APPARENT INJURY,"N/A, RAIN, SNOW",UNKNOWN,VA,F1857B00-5870-4C5A-8C36-25C550F3BF47,FUNCTIONAL,FIVE OCLOCK,PASSENGER CAR,ACCELERATING,Unknown,5,No,No,2021,SUBARU,WRX,39.05542795,-77.11736271,"(39.05542795, -77.11736271)"
EJ7906002H,250024266,GAITHERSBURG,Property Damage Crash,05/31/2025 09:18:00 PM,,,,"Parking Stall        396 N SUMMIT AVE, GAITHERSBURG, MD 20877",,,Front to Front,Clear,,Daylight,,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,5F03CB5A-8BFC-4013-ACC6-A9FF2683D2B0,Yes,No Apparent Injury,,Unknown,TX,07250AB0-F289-467B-B7A8-27226DEDF23F,Superficial,Eleven O Clock,Passenger Car,Slowing or Stopping,Not On Roadway,0,No,No,2007,FORD,EXPEDITION,39.14993415,-77.19084751,"(39.14993415, -77.19084751)"
MCP2077002T,180064009,Montgomery County Police,Injury Crash,12/22/2018 02:10:00 PM,Maryland (State),GEORGIA AVE,ENT TO BUSINESS,,N/A,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,A951C1D8-7F87-4EBE-A34F-DCED66BD429E,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,C3B99EE6-4C84-4513-8F22-8A2E60BCF00A,SUPERFICIAL,TWO OCLOCK,PASSENGER CAR,MAKING LEFT TURN,North,40,No,No,2010,SCION,XD,39.08523833,-77.07874667,"(39.08523833, -77.07874667)"
MCP2586007H,240030470,MONTGOMERY,Injury Crash,06/27/2024 09:00:00 PM,County Route,LEWIS DR,LOCUST DR RIDGE RD RIDGE RD (SB/L),,,,Rear To Rear,Clear,Dry,Dark - Lighted,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,7196BCD6-0F29-490F-A960-9062CB8A1AE4,No,Suspected Minor Injury,,Not Distracted,MD,B14B46A2-3B22-4CD5-A01F-4852B91A22B3,Disabling,Twelve O Clock,Passenger Car,Moving Constant Speed,Southbound,30,No,,1997,HONDA,CIVIC,39.28847037,-77.20609446,"(39.28847037, -77.20609446)"
EJ7894003H,230057687,Gaithersburg Police Depar,Property Damage Crash,09/30/2023 01:02:00 PM,Maryland (State),GREAT SENECA HWY,HIGH GABLES DR,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,0EF6EB25-E92B-4531-8305-5C44A37689FE,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,VA,2244AF8D-E7C1-4568-BD7C-F54AF662C040,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,West,55,No,No,2020,BMW,X7,39.11562308,-77.22335431,"(39.11562308, -77.22335431)"
MCP2992000V,16039324,Montgomery County Police,Property Damage Crash,08/03/2016 07:04:00 PM,Maryland (State),GEORGIA AVE,HEATHFIELD RD,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,9AE6CBB1-3996-4410-B74B-C330CA624436,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,0EBCFA4C-2037-44C1-A904-8AB502D9A035,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,45,No,No,2005,MERZ,4S,39.08837333,-77.07957333,"(39.08837333, -77.07957333)"
MCP3133002Y,210048583,Montgomery County Police,Property Damage Crash,11/30/2021 12:20:00 PM,Maryland (State),CONNECTICUT AVE,INDEPENDENCE ST,,N/A,,OPPOSITE DIR BOTH LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,2E8FC4DC-661F-4CC0-81F4-73CE22E9E96C,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,4E277918-6FE7-4040-BC7D-CE84F1D18250,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,MAKING LEFT TURN,South,45,No,No,2019,CADI,XTS,39.0780976,-77.08087227,"(39.0780976, -77.08087227)"
DD56040053,240028929,ROCKVILLE,Injury Crash,06/18/2024 08:30:00 AM,Municipality Route,FIRST ST SPUR,FIRST ST (WB/L),,,,Rear To Side,Clear,Dry,Daylight,Stop Sign,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,4311A1EA-7C76-40EE-929F-5EF358BA3717,Yes,Suspected Minor Injury,,Not Distracted,MD,59A698E4-AB04-42F9-89DB-30B43D488DBA,Disabling,Ten O Clock,Passenger Car,Turning Left,Westbound,25,No,No,2020,HYUNDAI,SANTA FE,39.08694311,-77.13510513,"(39.08694311, -77.13510513)"
MCP26740039,220035367,Montgomery County Police,Property Damage Crash,08/16/2022 04:50:00 PM,County,BRINK RD,WILDCAT RD,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,2A3A09BF-88E9-40C5-98BA-106B8F983E56,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,6E368DFA-3849-40D6-9808-C6A5A4CD4BEA,DISABLING,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,East,40,No,No,2009,CHEVY,VAN,39.20871,-77.23118,"(39.20871, -77.23118)"
MCP1378006H,15029334,Montgomery County Police,Injury Crash,06/16/2015 03:22:00 PM,Maryland (State),OLNEY LAYTONSVILLE RD,FIELDCREST RD,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,N/A,NONE DETECTED,,B59FEF47-3A22-4453-BBA9-5353DE1B9083,No,SUSPECTED SERIOUS INJURY,N/A,NOT DISTRACTED,MD,C3839FAC-D478-4EAA-94BE-141B2000DF2C,FUNCTIONAL,SIX OCLOCK,(SPORT) UTILITY VEHICLE,STOPPED IN TRAFFIC LANE,West,50,No,No,2015,CHEVY,EQUINOX,39.18804333,-77.11921,"(39.18804333, -77.11921)"
MCP1213001Y,16059262,Montgomery County Police,Injury Crash,11/17/2016 04:33:00 PM,County,RANDOLPH RD,DEWEY RD,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,F53BA68A-C16F-43AE-926A-160CFCF4D2E7,Yes,SUSPECTED MINOR INJURY,N/A,LOOKED BUT DID NOT SEE,MD,43B57249-14E6-43A2-BD51-2FE4BA1E7D36,FUNCTIONAL,EIGHT OCLOCK,PASSENGER CAR,ACCELERATING,North,35,No,No,1999,TOYOTA,COROLLA,39.05389333,-77.087025,"(39.05389333, -77.087025)"
EJ78510013,15054174,GAITHERSBURG,Property Damage Crash,10/25/2015 01:08:00 PM,County,MUDDY BRANCH RD,W DIAMOND AVE,,N/A,,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,BEC2B302-4DCC-4DB4-98FF-54B66ADD62E5,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,3599BE74-FC67-47B9-B3D0-EC2A1E42FD60,DISABLING,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,45,No,No,1995,TOYOTA,CAMRY,39.13809934,-77.20543385,"(39.13809934, -77.20543385)"
